,CVE_ENT,CVE_MUN,NOM_MUN,NOM_ENT
1279,20,426,Santa María Peñoles,Oaxaca
1280,20,566,San Mateo Yucutindoo,Oaxaca
1281,20,043,Heroica Ciudad de Juchitán de Zaragoza,Oaxaca
1282,20,255,San Mateo Sindihui,Oaxaca
1283,20,015,Coatecas Altas,Oaxaca
1284,20,164,San Jorge Nuchita,Oaxaca
1285,20,296,San Pablo Macuiltianguis,Oaxaca
1286,20,160,San Jerónimo Silacayoapilla,Oaxaca
1287,20,448,Santa María Zaniza,Oaxaca
1288,20,330,San Pedro Teutila,Oaxaca
1289,20,337,San Pedro y San Pablo Ayutla,Oaxaca
1290,20,545,Teotitlán de Flores Magón,Oaxaca
1291,20,050,Magdalena Peñasco,Oaxaca
1292,20,541,Tanetze de Zaragoza,Oaxaca
1293,20,249,San Mateo Yoloxochitlán,Oaxaca
1294,20,487,Santiago Tenango,Oaxaca
1295,20,445,Santa María Yosoyúa,Oaxaca
1296,20,267,San Miguel del Río,Oaxaca
1297,20,514,Santo Domingo Roayaga,Oaxaca
1298,20,561,Yaxe,Oaxaca
1299,20,277,Villa Sola de Vega,Oaxaca
1300,20,173,San Juan Atepec,Oaxaca
1301,20,291,San Pablo Coatlán,Oaxaca
1302,20,517,Santo Domingo Tepuxtepec,Oaxaca
1303,20,233,San Lucas Quiaviní,Oaxaca
1304,20,317,San Pedro Mártir Yucuxaco,Oaxaca
1305,20,140,San Francisco Chindúa,Oaxaca
1306,20,130,San Dionisio del Mar,Oaxaca
1307,20,013,Ciénega de Zimatlán,Oaxaca
1308,20,559,San Juan Bautista Valle Nacional,Oaxaca
1309,20,543,Tataltepec de Valdés,Oaxaca
1310,20,386,Santa Cruz Zenzontepec,Oaxaca
1311,20,041,Huautla de Jiménez,Oaxaca
1312,20,066,Santiago Niltepec,Oaxaca
1313,20,027,Chiquihuitlán de Benito Juárez,Oaxaca
1314,20,361,Santa Catalina Quierí,Oaxaca
1315,20,513,Santo Domingo Petapa,Oaxaca
1316,20,325,San Pedro Quiatoni,Oaxaca
1317,20,351,San Simón Almolongas,Oaxaca
1318,20,544,Teococuilco de Marcos Pérez,Oaxaca
1319,20,038,Villa Hidalgo,Oaxaca
1320,20,280,Villa Talea de Castro,Oaxaca
1321,20,292,San Pablo Cuatro Venados,Oaxaca
1322,20,366,Santa Catarina Loxicha,Oaxaca
1323,20,431,Santa María Tecomavaca,Oaxaca
1324,20,508,Santo Domingo Chihuitán,Oaxaca
1325,20,336,San Pedro Yólox,Oaxaca
1326,20,525,Santo Domingo Zanatepec,Oaxaca
1327,20,481,Santiago Nuyoó,Oaxaca
1328,20,567,Zapotitlán Lagunas,Oaxaca
1329,20,166,San José Chiltepec,Oaxaca
1330,20,161,San Jerónimo Sosola,Oaxaca
1331,20,009,Ayotzintepec,Oaxaca
1332,20,153,San Gabriel Mixtepec,Oaxaca
1333,20,550,San Jerónimo Tlacochahuaya,Oaxaca
1334,20,155,San Ildefonso Sola,Oaxaca
1335,20,447,Santa María Zacatepec,Oaxaca
1336,20,404,Santa María Chachoápam,Oaxaca
1337,20,437,Santa María Tlahuitoltepec,Oaxaca
1338,20,273,San Miguel Peras,Oaxaca
1339,20,300,San Pedro Amuzgos,Oaxaca
1340,20,485,Santiago Tapextla,Oaxaca
1341,20,136,San Felipe Usila,Oaxaca
1342,20,121,San Bartolo Soyaltepec,Oaxaca
1343,20,394,Santa María Alotepec,Oaxaca
1344,20,137,San Francisco Cahuacuá,Oaxaca
1345,20,163,San Jerónimo Tecóatl,Oaxaca
1346,20,279,San Miguel Suchixtepec,Oaxaca
1347,20,252,San Mateo Peñasco,Oaxaca
1348,20,511,Santo Domingo Nuxaá,Oaxaca
1349,20,439,Santa María Tonameca,Oaxaca
1350,20,026,Chalcatongo de Hidalgo,Oaxaca
1351,20,170,San José Lachiguiri,Oaxaca
1352,20,458,Santiago Comaltepec,Oaxaca
1353,20,194,San Juan del Río,Oaxaca
1354,20,188,San Juan Colorado,Oaxaca
1355,20,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Oaxaca
1356,20,175,San Juan Bautista Atatlahuca,Oaxaca
1357,20,202,San Juan Lachao,Oaxaca
1358,20,236,San Marcial Ozolotepec,Oaxaca
1359,20,213,San Juan Quiahije,Oaxaca
1360,20,401,Santa María Colotepec,Oaxaca
1361,20,416,Santa María Ixcatlán,Oaxaca
1362,20,217,San Juan Tamazola,Oaxaca
1363,20,275,San Miguel Quetzaltepec,Oaxaca
1364,20,223,San Juan Yatzona,Oaxaca
1365,20,046,Magdalena Jaltepec,Oaxaca
1366,20,005,Asunción Ixtaltepec,Oaxaca
1367,20,398,Ayoquezco de Aldama,Oaxaca
1368,20,441,Santa María Xadani,Oaxaca
1369,20,088,San Andrés Cabecera Nueva,Oaxaca
1370,20,097,San Andrés Solaga,Oaxaca
1371,20,415,Santa María Ipalapa,Oaxaca
1372,20,329,San Pedro Teozacoalco,Oaxaca
1373,20,017,La Compañía,Oaxaca
1374,20,124,San Blas Atempa,Oaxaca
1375,20,117,San Bartolomé Loxicha,Oaxaca
1376,20,385,Santa Cruz Xoxocotlán,Oaxaca
1377,20,265,San Miguel Chimalapa,Oaxaca
1378,20,235,San Luis Amatlán,Oaxaca
1379,20,414,Santa María Huazolotitlán,Oaxaca
1380,20,539,Soledad Etla,Oaxaca
1381,20,392,Santa Lucía Monteverde,Oaxaca
1382,20,134,San Felipe Jalapa de Díaz,Oaxaca
1383,20,411,Santa María Guelacé,Oaxaca
1384,20,004,Asunción Cuyotepeji,Oaxaca
1385,20,037,Mesones Hidalgo,Oaxaca
1386,20,231,San Lucas Camotlán,Oaxaca
1387,20,471,Santiago Lalopa,Oaxaca
1388,20,383,Santa Cruz Tayata,Oaxaca
1389,20,384,Santa Cruz Xitla,Oaxaca
1390,20,150,San Francisco Telixtlahuaca,Oaxaca
1391,20,199,San Juan Ihualtepec,Oaxaca
1392,20,442,Santa María Yalina,Oaxaca
1393,20,092,San Andrés Ixtlahuaca,Oaxaca
1394,20,178,San Juan Bautista Guelache,Oaxaca
1395,20,369,Santa Catarina Quiané,Oaxaca
1396,20,144,San Francisco Jaltepetongo,Oaxaca
1397,20,423,Santa María Nduayaco,Oaxaca
1398,20,031,Tamazulápam del Espíritu Santo,Oaxaca
1399,20,489,Santiago Tetepec,Oaxaca
1400,20,482,Santiago Pinotepa Nacional,Oaxaca
1401,20,469,Santiago Juxtlahuaca,Oaxaca
1402,20,526,Santos Reyes Nopala,Oaxaca
1403,20,018,Concepción Buenavista,Oaxaca
1404,20,058,Mazatlán Villa de Flores,Oaxaca
1405,20,324,San Pedro Pochutla,Oaxaca
1406,20,495,Santiago Xanica,Oaxaca
1407,20,254,San Mateo Río Hondo,Oaxaca
1408,20,068,Ocotlán de Morelos,Oaxaca
1409,20,467,Santiago Jamiltepec,Oaxaca
1410,20,159,San Jerónimo Coatlán,Oaxaca
1411,20,021,Cosolapa,Oaxaca
1412,20,483,Santiago Suchilquitongo,Oaxaca
1413,20,062,Natividad,Oaxaca
1414,20,193,San Juan del Estado,Oaxaca
1415,20,528,Santos Reyes Tepejillo,Oaxaca
1416,20,198,San Juan Guichicovi,Oaxaca
1417,20,537,Silacayoápam,Oaxaca
1418,20,551,Tlacolula de Matamoros,Oaxaca
1419,20,057,Matías Romero Avendaño,Oaxaca
1420,20,115,San Bartolo Coyotepec,Oaxaca
1421,20,413,Santa María Huatulco,Oaxaca
1422,20,570,Zimatlán de Álvarez,Oaxaca
1423,20,205,San Juan Lalana,Oaxaca
1424,20,042,Ixtlán de Juárez,Oaxaca
1425,20,044,Loma Bonita,Oaxaca
1426,20,334,Villa de Tututepec,Oaxaca
1427,20,064,Nejapa de Madero,Oaxaca
1428,20,390,Santa Lucía del Camino,Oaxaca
1429,20,327,San Pedro Tapanatepec,Oaxaca
1430,20,470,Santiago Lachiguiri,Oaxaca
1431,20,039,Heroica Ciudad de Huajuapan de León,Oaxaca
1432,20,036,Guevea de Humboldt,Oaxaca
1433,20,211,San Juan Ozolotepec,Oaxaca
1434,20,183,San Juan Bautista Tlachichilco,Oaxaca
1435,20,006,Asunción Nochixtlán,Oaxaca
1436,20,020,Constancia del Rosario,Oaxaca
1437,20,350,San Sebastián Tutla,Oaxaca
1438,20,453,Santiago Astata,Oaxaca
1439,20,460,Santiago Choápam,Oaxaca
1440,20,073,Putla Villa de Guerrero,Oaxaca
1441,20,515,Santo Domingo Tehuantepec,Oaxaca
1442,20,227,San Lorenzo Cacaotepec,Oaxaca
1443,21,126,San Jerónimo Tecuanipan,Puebla
1444,21,154,Tecamachalco,Puebla
1445,21,189,Tochtepec,Puebla
1446,21,035,Coxcatlán,Puebla
1447,21,191,Tulcingo,Puebla
1448,21,117,Rafael Lara Grajales,Puebla
1449,21,102,Nealtican,Puebla
1450,21,173,Teteles de Avila Castillo,Puebla
1451,21,120,San Antonio Cañada,Puebla
1452,21,119,San Andrés Cholula,Puebla
1453,21,137,San Nicolás Buenos Aires,Puebla
1454,21,109,Pahuatlán,Puebla
1455,21,207,Zacapoaxtla,Puebla
1456,21,062,Epatlán,Puebla
1457,21,185,Tlapanalá,Puebla
1458,21,082,Ixcaquixtla,Puebla
1459,21,083,Ixtacamaxtitlán,Puebla
1460,21,132,San Martín Texmelucan,Puebla
1461,21,215,Zongozotla,Puebla
1462,21,026,Calpan,Puebla
1463,21,205,Yehualtepec,Puebla
1464,21,200,Xochiapulco,Puebla
1465,21,176,Tilapa,Puebla
1466,21,060,Domingo Arenas,Puebla
1467,21,118,Los Reyes de Juárez,Puebla
1468,21,167,Tepetzintla,Puebla
1469,21,203,Xochitlán Todos Santos,Puebla
1470,21,017,Atempan,Puebla
1471,21,054,Chignautla,Puebla
1472,21,177,Tlacotepec de Benito Juárez,Puebla
1473,21,163,Tepatlaxco de Hidalgo,Puebla
1474,21,048,Chiautzingo,Puebla
1475,21,124,San Gabriel Chilac,Puebla
1476,21,079,Huitziltepec,Puebla
1477,21,001,Acajete,Puebla
1478,21,065,General Felipe Ángeles,Puebla
1479,21,139,San Pablo Anicano,Puebla
1480,21,068,Hermenegildo Galeana,Puebla
1481,21,006,Ahuacatlán,Puebla
1482,21,140,San Pedro Cholula,Puebla
1483,21,108,Oriental,Puebla
1484,21,161,Tepanco de López,Puebla
1485,21,008,Ahuazotepec,Puebla
1486,21,075,Hueyapan,Puebla
1487,21,142,San Salvador el Seco,Puebla
1488,21,131,San Juan Atzompa,Puebla
1489,21,088,Jonotla,Puebla
1490,21,204,Yaonáhuac,Puebla
1491,21,194,Venustiano Carranza,Puebla
1492,21,022,Atzitzihuacán,Puebla
1493,21,197,Xicotepec,Puebla
1494,21,031,Coatzingo,Puebla
1495,21,070,Huatlatlauca,Puebla
1496,21,180,Tlahuapan,Puebla
1497,21,066,Guadalupe,Puebla
1498,21,111,Pantepec,Puebla
1499,21,201,Xochiltepec,Puebla
1500,21,087,Jolalpan,Puebla
1501,21,105,Ocotepec,Puebla
1502,21,125,San Gregorio Atzompa,Puebla
1503,21,115,Quecholac,Puebla
1504,21,074,Huejotzingo,Puebla
1505,21,046,Chapulco,Puebla
1506,21,164,Tepeaca,Puebla
1507,21,024,Axutla,Puebla
1508,21,089,Jopala,Puebla
1509,21,210,Zapotitlán de Méndez,Puebla
1510,21,036,Coyomeapan,Puebla
1511,21,112,Petlalcingo,Puebla
1512,21,153,Tecali de Herrera,Puebla
1513,21,150,Huehuetlán el Grande,Puebla
1514,21,093,Lafragua,Puebla
1515,21,044,Cuyoaco,Puebla
1516,21,202,Xochitlán de Vicente Suárez,Puebla
1517,21,209,Zapotitlán,Puebla
1518,21,181,Tlaltenango,Puebla
1519,21,040,Cuautinchán,Puebla
1520,21,032,Cohetzala,Puebla
1521,21,157,Tehuitzingo,Puebla
1522,21,097,Mixtla,Puebla
1523,21,208,Zacatlán,Puebla
1524,21,016,Aquixtla,Puebla
1525,21,113,Piaxtla,Puebla
1526,21,195,Vicente Guerrero,Puebla
1527,21,127,San Jerónimo Xayacatlán,Puebla
1528,21,019,Atlixco,Puebla
1529,21,190,Totoltepec de Guerrero,Puebla
1530,21,004,Acatzingo,Puebla
1531,21,064,Francisco Z. Mena,Puebla
1532,21,071,Huauchinango,Puebla
1533,21,050,Chichiquila,Puebla
1534,21,198,Xicotlán,Puebla
1535,21,043,Cuetzalan del Progreso,Puebla
1536,21,183,Tlaola,Puebla
1537,21,015,Amozoc,Puebla
1538,21,081,Ixcamilpa de Guerrero,Puebla
1539,21,155,Tecomatlán,Puebla
1540,21,196,Xayacatlán de Bravo,Puebla
1541,21,199,Xiutetelco,Puebla
1542,21,141,San Pedro Yeloixtlahuaca,Puebla
1543,21,107,Olintla,Puebla
1544,21,138,San Nicolás de los Ranchos,Puebla
1545,21,086,Jalpan,Puebla
1546,21,067,Guadalupe Victoria,Puebla
1547,21,023,Atzitzintla,Puebla
1548,21,165,Tepemaxalco,Puebla
1549,21,172,Tetela de Ocampo,Puebla
1550,21,053,Chignahuapan,Puebla
1551,21,169,Tepexi de Rodríguez,Puebla
1552,21,168,Tepexco,Puebla
1553,21,099,Cañada Morelos,Puebla
1554,21,188,Tochimilco,Puebla
1555,21,129,San José Miahuatlán,Puebla
1556,21,106,Ocoyucan,Puebla
1557,21,047,Chiautla,Puebla
1558,21,094,Libres,Puebla
1559,21,213,Zihuateutla,Puebla
1560,21,007,Ahuatlán,Puebla
1561,21,121,San Diego la Mesa Tochimiltzingo,Puebla
1562,21,058,Chilchotla,Puebla
1563,21,216,Zoquiapan,Puebla
1564,21,110,Palmar de Bravo,Puebla
1565,21,149,Santiago Miahuatlán,Puebla
1566,21,085,Izúcar de Matamoros,Puebla
1567,21,186,Tlatlauquitepec,Puebla
1568,21,192,Tuzamapan de Galeana,Puebla
1569,21,100,Naupan,Puebla
1570,21,005,Acteopan,Puebla
1571,21,045,Chalchicomula de Sesma,Puebla
1572,21,056,Chila de la Sal,Puebla
1573,21,206,Zacapala,Puebla
1574,21,214,Zinacatepec,Puebla
1575,21,211,Zaragoza,Puebla
1576,21,184,Tlapacoya,Puebla
1577,21,027,Caltepec,Puebla
1578,21,166,Tepeojuma,Puebla
1579,21,159,Teopantlán,Puebla
1580,21,193,Tzicatlacoyan,Puebla
1581,21,114,Puebla,Puebla
1582,21,090,Juan C. Bonilla,Puebla
1583,21,034,Coronango,Puebla
1584,21,012,Aljojuca,Puebla
1585,21,135,San Miguel Ixitlán,Puebla
1586,21,160,Teotlalco,Puebla
1587,21,152,Soltepec,Puebla
1588,21,025,Ayotoxco de Guerrero,Puebla
1589,21,122,San Felipe Teotlalcingo,Puebla
1590,21,029,Caxhuacan,Puebla
1591,21,179,Tlachichuca,Puebla
1592,21,144,San Salvador Huixcolotla,Puebla
1593,21,178,Tlacuilotepec,Puebla
1594,21,143,San Salvador el Verde,Puebla
1595,21,076,Hueytamalco,Puebla
1596,21,128,San José Chiapa,Puebla
1597,21,021,Atzala,Puebla
1598,21,028,Camocuautla,Puebla
1599,21,092,Juan N. Méndez,Puebla
1600,21,151,Santo Tomás Hueyotlipan,Puebla
1601,21,212,Zautla,Puebla
1602,21,095,La Magdalena Tlatlauquitepec,Puebla
1603,21,002,Acateno,Puebla
1604,21,010,Ajalpan,Puebla
1605,21,018,Atexcal,Puebla
1606,21,147,Santa Inés Ahuatempan,Puebla
1607,21,217,Zoquitlán,Puebla
1608,21,170,Tepeyahualco,Puebla
1609,21,171,Tepeyahualco de Cuauhtémoc,Puebla
1610,21,136,San Miguel Xoxtla,Puebla
1611,21,098,Molcaxac,Puebla
1612,21,091,Juan Galindo,Puebla
1613,21,069,Huaquechula,Puebla
1614,21,158,Tenampulco,Puebla
1615,21,174,Teziutlán,Puebla
1616,21,038,Cuapiaxtla de Madero,Puebla
1617,21,078,Huitzilan de Serdán,Puebla
1618,21,073,Huehuetlán el Chico,Puebla
1619,21,084,Ixtepec,Puebla
1620,21,055,Chila,Puebla
1621,21,096,Mazapiltepec de Juárez,Puebla
1622,21,063,Esperanza,Puebla
1623,21,130,San Juan Atenco,Puebla
1624,21,049,Chiconcuautla,Puebla
1625,21,072,Huehuetla,Puebla
1626,21,146,Santa Catarina Tlaltempan,Puebla
1627,21,052,Chigmecatitlán,Puebla
1628,21,187,Tlaxco,Puebla
1629,21,057,Honey,Puebla
1630,21,175,Tianguismanalco,Puebla
1631,21,104,Nopalucan,Puebla
1632,21,103,Nicolás Bravo,Puebla
1633,21,123,San Felipe Tepatlán,Puebla
1634,21,134,San Matías Tlalancaleca,Puebla
1635,21,039,Cuautempan,Puebla
1636,21,014,Amixtlán,Puebla
1637,21,077,Hueytlalpan,Puebla
1638,21,162,Tepango de Rodríguez,Puebla
1639,21,059,Chinantla,Puebla
1640,21,041,Cuautlancingo,Puebla
1641,21,051,Chietla,Puebla
1642,21,133,San Martín Totoltepec,Puebla
1643,21,101,Nauzontla,Puebla
1644,21,080,Atlequizayan,Puebla
1645,21,009,Ahuehuetitla,Puebla
1646,21,037,Coyotepec,Puebla
1647,21,020,Atoyatempan,Puebla
1648,21,182,Tlanepantla,Puebla
1649,21,030,Coatepec,Puebla
1650,21,042,Cuayuca de Andrade,Puebla
1651,21,003,Acatlán,Puebla
1652,21,156,Tehuacán,Puebla
1653,21,033,Cohuecan,Puebla
1654,21,011,Albino Zertuche,Puebla
1655,21,013,Altepexi,Puebla
1656,21,061,Eloxochitlán,Puebla
1657,21,148,Santa Isabel Cholula,Puebla
1658,21,116,Quimixtlán,Puebla
1659,21,145,San Sebastián Tlacotepec,Puebla
1660,22,004,Cadereyta de Montes,Querétaro
1661,22,015,San Joaquín,Querétaro
1662,22,001,Amealco de Bonfil,Querétaro
1663,22,016,San Juan del Río,Querétaro
1664,22,009,Jalpan de Serra,Querétaro
1665,22,010,Landa de Matamoros,Querétaro
1666,22,013,Peñamiller,Querétaro
1667,22,006,Corregidora,Querétaro
1668,22,002,Pinal de Amoles,Querétaro
1669,22,008,Huimilpan,Querétaro
1670,22,017,Tequisquiapan,Querétaro
1671,22,005,Colón,Querétaro
1672,22,011,El Marqués,Querétaro
1673,22,007,Ezequiel Montes,Querétaro
1674,22,012,Pedro Escobedo,Querétaro
1675,22,003,Arroyo Seco,Querétaro
1676,22,014,Querétaro,Querétaro
1677,22,018,Tolimán,Querétaro
1678,23,004,Othón P. Blanco,Quintana Roo
1679,23,008,Solidaridad,Quintana Roo
1680,23,003,Isla Mujeres,Quintana Roo
1681,23,002,Felipe Carrillo Puerto,Quintana Roo
1682,23,010,Bacalar,Quintana Roo
1683,23,001,Cozumel,Quintana Roo
1684,23,007,Lázaro Cárdenas,Quintana Roo
1685,23,006,José María Morelos,Quintana Roo
1686,23,009,Tulum,Quintana Roo
1687,23,005,Benito Juárez,Quintana Roo
1688,23,011,Puerto Morelos,Quintana Roo
1689,24,057,Matlapa,San Luis Potosí
1690,24,058,El Naranjo,San Luis Potosí
1691,24,036,Tamasopo,San Luis Potosí
1692,24,038,Tampacán,San Luis Potosí
1693,24,040,Tamuín,San Luis Potosí
1694,24,054,Xilitla,San Luis Potosí
1695,24,003,Aquismón,San Luis Potosí
1696,24,041,Tanlajás,San Luis Potosí
1697,24,042,Tanquián de Escobedo,San Luis Potosí
1698,24,046,Villa de Arriaga,San Luis Potosí
1699,24,013,Ciudad Valles,San Luis Potosí
1700,24,024,Rioverde,San Luis Potosí
1701,24,029,San Martín Chalchicuautla,San Luis Potosí
1702,24,032,Santa María del Río,San Luis Potosí
1703,24,037,Tamazunchale,San Luis Potosí
1704,24,006,Catorce,San Luis Potosí
1705,24,008,Cerritos,San Luis Potosí
1706,24,009,Cerro de San Pedro,San Luis Potosí
1707,24,014,Coxcatlán,San Luis Potosí
1708,24,022,Moctezuma,San Luis Potosí
1709,24,033,Santo Domingo,San Luis Potosí
1710,24,044,Vanegas,San Luis Potosí
1711,24,047,Villa de Guadalupe,San Luis Potosí
1712,24,001,Ahualulco,San Luis Potosí
1713,24,002,Alaquines,San Luis Potosí
1714,24,004,Armadillo de los Infante,San Luis Potosí
1715,24,010,Ciudad del Maíz,San Luis Potosí
1716,24,018,Huehuetlán,San Luis Potosí
1717,24,028,San Luis Potosí,San Luis Potosí
1718,24,035,Soledad de Graciano Sánchez,San Luis Potosí
1719,24,007,Cedral,San Luis Potosí
1720,24,045,Venado,San Luis Potosí
1721,24,048,Villa de la Paz,San Luis Potosí
1722,24,011,Ciudad Fernández,San Luis Potosí
1723,24,012,Tancanhuitz,San Luis Potosí
1724,24,049,Villa de Ramos,San Luis Potosí
1725,24,015,Charcas,San Luis Potosí
1726,24,016,Ebano,San Luis Potosí
1727,24,025,Salinas,San Luis Potosí
1728,24,056,Villa de Arista,San Luis Potosí
1729,24,017,Guadalcázar,San Luis Potosí
1730,24,019,Lagunillas,San Luis Potosí
1731,24,020,Matehuala,San Luis Potosí
1732,24,021,Mexquitic de Carmona,San Luis Potosí
1733,24,023,Rayón,San Luis Potosí
1734,24,027,San Ciro de Acosta,San Luis Potosí
1735,24,031,Santa Catarina,San Luis Potosí
1736,24,034,San Vicente Tancuayalab,San Luis Potosí
1737,24,052,Villa Juárez,San Luis Potosí
1738,24,026,San Antonio,San Luis Potosí
1739,24,030,San Nicolás Tolentino,San Luis Potosí
1740,24,005,Cárdenas,San Luis Potosí
1741,24,039,Tampamolón Corona,San Luis Potosí
1742,24,050,Villa de Reyes,San Luis Potosí
1743,24,055,Zaragoza,San Luis Potosí
1744,24,053,Axtla de Terrazas,San Luis Potosí
1745,24,051,Villa Hidalgo,San Luis Potosí
1746,24,043,Tierra Nueva,San Luis Potosí
1747,25,009,Escuinapa,Sinaloa
1748,25,017,Sinaloa,Sinaloa
1749,25,008,Elota,Sinaloa
1750,25,010,El Fuerte,Sinaloa
1751,25,016,San Ignacio,Sinaloa
1752,25,004,Concordia,Sinaloa
1753,25,013,Mocorito,Sinaloa
1754,25,006,Culiacán,Sinaloa
1755,25,003,Badiraguato,Sinaloa
1756,25,014,Rosario,Sinaloa
1757,25,007,Choix,Sinaloa
1758,25,005,Cosalá,Sinaloa
1759,25,015,Salvador Alvarado,Sinaloa
1760,25,001,Ahome,Sinaloa
1761,25,011,Guasave,Sinaloa
1762,25,018,Navolato,Sinaloa
1763,25,012,Mazatlán,Sinaloa
1764,25,002,Angostura,Sinaloa
1765,26,007,Atil,Sonora
1766,26,054,San Javier,Sonora
1767,26,038,Moctezuma,Sonora
1768,26,031,Huachinera,Sonora
1769,26,045,Opodepe,Sonora
1770,26,052,Sahuaripa,Sonora
1771,26,002,Agua Prieta,Sonora
1772,26,071,Benito Juárez,Sonora
1773,26,009,Bacanora,Sonora
1774,26,040,Nácori Chico,Sonora
1775,26,004,Altar,Sonora
1776,26,064,Trincheras,Sonora
1777,26,048,Puerto Peñasco,Sonora
1778,26,017,Caborca,Sonora
1779,26,018,Cajeme,Sonora
1780,26,001,Aconchi,Sonora
1781,26,047,Pitiquito,Sonora
1782,26,020,Carbó,Sonora
1783,26,046,Oquitoa,Sonora
1784,26,034,Huépac,Sonora
1785,26,027,Fronteras,Sonora
1786,26,039,Naco,Sonora
1787,26,035,Imuris,Sonora
1788,26,005,Arivechi,Sonora
1789,26,066,Ures,Sonora
1790,26,037,Mazatán,Sonora
1791,26,014,Baviácora,Sonora
1792,26,050,Rayón,Sonora
1793,26,061,Soyopa,Sonora
1794,26,036,Magdalena,Sonora
1795,26,057,San Pedro de la Cueva,Sonora
1796,26,044,Onavas,Sonora
1797,26,063,Tepache,Sonora
1798,26,033,Huatabampo,Sonora
1799,26,025,Empalme,Sonora
1800,26,060,Sáric,Sonora
1801,26,070,General Plutarco Elías Calles,Sonora
1802,26,012,Bácum,Sonora
1803,26,026,Etchojoa,Sonora
1804,26,023,Cumpas,Sonora
1805,26,011,Bacoachi,Sonora
1806,26,015,Bavispe,Sonora
1807,26,042,Navojoa,Sonora
1808,26,010,Bacerac,Sonora
1809,26,041,Nacozari de García,Sonora
1810,26,056,San Miguel de Horcasitas,Sonora
1811,26,069,Yécora,Sonora
1812,26,049,Quiriego,Sonora
1813,26,059,Santa Cruz,Sonora
1814,26,051,Rosario,Sonora
1815,26,008,Bacadéhuachi,Sonora
1816,26,003,Alamos,Sonora
1817,26,067,Villa Hidalgo,Sonora
1818,26,028,Granados,Sonora
1819,26,022,Cucurpe,Sonora
1820,26,032,Huásabas,Sonora
1821,26,013,Banámichi,Sonora
1822,26,006,Arizpe,Sonora
1823,26,019,Cananea,Sonora
1824,26,062,Suaqui Grande,Sonora
1825,26,016,Benjamín Hill,Sonora
1826,26,021,La Colorada,Sonora
1827,26,043,Nogales,Sonora
1828,26,072,San Ignacio Río Muerto,Sonora
1829,26,024,Divisaderos,Sonora
1830,26,058,Santa Ana,Sonora
1831,26,065,Tubutama,Sonora
1832,26,068,Villa Pesqueira,Sonora
1833,26,053,San Felipe de Jesús,Sonora
1834,26,030,Hermosillo,Sonora
1835,26,055,San Luis Río Colorado,Sonora
1836,26,029,Guaymas,Sonora
1837,27,012,Macuspana,Tabasco
1838,27,009,Jalapa,Tabasco
1839,27,013,Nacajuca,Tabasco
1840,27,006,Cunduacán,Tabasco
1841,27,017,Tenosique,Tabasco
1842,27,007,Emiliano Zapata,Tabasco
1843,27,010,Jalpa de Méndez,Tabasco
1844,27,015,Tacotalpa,Tabasco
1845,27,014,Paraíso,Tabasco
1846,27,004,Centro,Tabasco
1847,27,005,Comalcalco,Tabasco
1848,27,003,Centla,Tabasco
1849,27,011,Jonuta,Tabasco
1850,27,016,Teapa,Tabasco
1851,27,001,Balancán,Tabasco
1852,27,002,Cárdenas,Tabasco
1853,27,008,Huimanguillo,Tabasco
1854,28,032,Reynosa,Tamaulipas
1855,28,031,Palmillas,Tamaulipas
1856,28,002,Aldama,Tamaulipas
1857,28,005,Burgos,Tamaulipas
1858,28,013,Güémez,Tamaulipas
1859,28,042,Villagrán,Tamaulipas
1860,28,025,Miguel Alemán,Tamaulipas
1861,28,040,Valle Hermoso,Tamaulipas
1862,28,034,San Carlos,Tamaulipas
1863,28,039,Tula,Tamaulipas
1864,28,036,San Nicolás,Tamaulipas
1865,28,030,Padilla,Tamaulipas
1866,28,022,Matamoros,Tamaulipas
1867,28,021,El Mante,Tamaulipas
1868,28,020,Mainero,Tamaulipas
1869,28,014,Guerrero,Tamaulipas
1870,28,009,Ciudad Madero,Tamaulipas
1871,28,019,Llera,Tamaulipas
1872,28,006,Bustamante,Tamaulipas
1873,28,017,Jaumave,Tamaulipas
1874,28,033,Río Bravo,Tamaulipas
1875,28,041,Victoria,Tamaulipas
1876,28,003,Altamira,Tamaulipas
1877,28,011,Gómez Farías,Tamaulipas
1878,28,038,Tampico,Tamaulipas
1879,28,007,Camargo,Tamaulipas
1880,28,001,Abasolo,Tamaulipas
1881,28,015,Gustavo Díaz Ordaz,Tamaulipas
1882,28,037,Soto la Marina,Tamaulipas
1883,28,028,Nuevo Morelos,Tamaulipas
1884,28,008,Casas,Tamaulipas
1885,28,018,Jiménez,Tamaulipas
1886,28,010,Cruillas,Tamaulipas
1887,28,004,Antiguo Morelos,Tamaulipas
1888,28,024,Mier,Tamaulipas
1889,28,016,Hidalgo,Tamaulipas
1890,28,029,Ocampo,Tamaulipas
1891,28,026,Miquihuana,Tamaulipas
1892,28,023,Méndez,Tamaulipas
1893,28,012,González,Tamaulipas
1894,28,043,Xicoténcatl,Tamaulipas
1895,28,027,Nuevo Laredo,Tamaulipas
1896,28,035,San Fernando,Tamaulipas
1897,29,056,Santa Ana Nopalucan,Tlaxcala
1898,29,051,San Jerónimo Zacualpan,Tlaxcala
1899,29,023,Natívitas,Tlaxcala
1900,29,053,San Juan Huactzinco,Tlaxcala
1901,29,045,Benito Juárez,Tlaxcala
